key,panel,family,n,seed,source,fourary,mean_degree,mean_map,mean_ring,degree,feature_ns,chosen,policy_ns,best_ns,fixed_ns,split
density:47,density,er_d128,5000,2026,1666,7589750.0,8536650.0,10101800.0,9764100.0,128.1006,35084800,fourary,7589750.0,7589750.0,9764100.0,holdout
density:47,density,er_d128,5000,2026,3333,6053750.0,6653150.0,8235750.0,8391150.0,128.1006,35084800,fourary,6053750.0,6053750.0,8391150.0,holdout
density:48,density,er_d256,5000,2026,1666,7089800.0,9871850.0,12463050.0,12353250.0,255.922,78904200,fourary,7089800.0,7089800.0,12353250.0,holdout
density:48,density,er_d256,5000,2026,3333,7089450.0,9990700.0,12505750.0,12837500.0,255.922,78904200,fourary,7089450.0,7089450.0,12837500.0,holdout
density:5,density,er_d32,1000,42,333,359350.0,337950.0,302950.0,297950.0,31.685,1300800,mean_ring,297950.0,297950.0,297950.0,train
density:5,density,er_d32,1000,42,666,377250.0,337000.0,311150.0,314350.0,31.685,1300800,mean_ring,314350.0,311150.0,314350.0,train
density:6,density,er_d64,1000,42,333,496000.0,569700.0,525650.0,517050.0,63.664,2775400,fourary,496000.0,496000.0,517050.0,train
density:6,density,er_d64,1000,42,666,506250.0,566350.0,549700.0,551500.0,63.664,2775400,fourary,506250.0,506250.0,551500.0,train
density:7,density,er_d128,1000,42,333,602200.0,851200.0,903750.0,901950.0,127.491,6116900,fourary,602200.0,602200.0,901950.0,train
density:7,density,er_d128,1000,42,666,570850.0,838400.0,813100.0,814400.0,127.491,6116900,fourary,570850.0,570850.0,814400.0,train
density:8,density,er_d256,1000,42,333,774750.0,1438850.0,1448950.0,1480300.0,255.852,10333400,fourary,774750.0,774750.0,1480300.0,train
density:8,density,er_d256,1000,42,666,791600.0,1499150.0,1528250.0,1540050.0,255.852,10333400,fourary,791600.0,791600.0,1540050.0,train
density:9,density,er_d2,5000,42,1666,6900.0,8350.0,66500.0,8350.0,2.0152,696400,mean_ring,8350.0,6900.0,8350.0,train
density:9,density,er_d2,5000,42,3333,4250.0,7900.0,9100.0,67500.0,2.0152,696400,mean_ring,67500.0,4250.0,67500.0,train
laws:1,laws,sparse_uniform,2000,42,667,440300.0,291550.0,251900.0,227950.0,4.5245,410900,mean_ring,227950.0,227950.0,227950.0,train
laws:1,laws,sparse_uniform,2000,42,1333,414650.0,300550.0,251750.0,228500.0,4.5245,410900,mean_ring,228500.0,228500.0,228500.0,train
laws:10,laws,clustered_near,2000,42,667,408050.0,372750.0,427950.0,420050.0,25.959,2423200,mean_ring,420050.0,372750.0,420050.0,train
laws:10,laws,clustered_near,2000,42,1333,420450.0,371500.0,420600.0,411900.0,25.959,2423200,mean_ring,411900.0,371500.0,411900.0,train
laws:11,laws,clustered_skew,2000,42,667,559500.0,540300.0,455600.0,453200.0,25.959,2336100,mean_ring,453200.0,453200.0,453200.0,train
laws:11,laws,clustered_skew,2000,42,1333,550100.0,547050.0,471250.0,482250.0,25.959,2336100,mean_ring,482250.0,471250.0,482250.0,train
laws:12,laws,clustered_bimodal,2000,42,667,456000.0,352450.0,377050.0,386000.0,25.959,646800,mean_ring,386000.0,352450.0,386000.0,train
laws:12,laws,clustered_bimodal,2000,42,1333,429950.0,363800.0,366200.0,366000.0,25.959,646800,mean_ring,366000.0,363800.0,366000.0,train
laws:13,laws,clustered_zero,2000,42,667,878500.0,441600.0,529500.0,533500.0,25.959,1777100,mean_ring,533500.0,441600.0,533500.0,train
laws:13,laws,clustered_zero,2000,42,1333,923500.0,414100.0,554300.0,571250.0,25.959,1777100,mean_ring,571250.0,414100.0,571250.0,train
laws:14,laws,clustered_integer,2000,42,667,1214250.0,733750.0,597650.0,601000.0,25.959,1175500,mean_ring,601000.0,597650.0,601000.0,train
laws:14,laws,clustered_integer,2000,42,1333,1295900.0,744400.0,579200.0,567650.0,25.959,1175500,mean_ring,567650.0,567650.0,567650.0,train
laws:15,laws,clustered_shuffle,2000,42,667,721950.0,631250.0,505250.0,502650.0,25.959,2651700,mean_ring,502650.0,502650.0,502650.0,train
laws:15,laws,clustered_shuffle,2000,42,1333,757550.0,657100.0,508950.0,490550.0,25.959,2651700,mean_ring,490550.0,490550.0,490550.0,train
laws:16,laws,clustered_scale,2000,42,667,820650.0,843800.0,545400.0,518700.0,25.959,2245000,mean_ring,518700.0,518700.0,518700.0,train
laws:16,laws,clustered_scale,2000,42,1333,826800.0,828900.0,585850.0,552500.0,25.959,2245000,mean_ring,552500.0,552500.0,552500.0,train
laws:17,laws,sparse_uniform,2000,1729,667,420400.0,313450.0,258250.0,243250.0,4.5075,395900,mean_ring,243250.0,243250.0,243250.0,holdout
laws:17,laws,sparse_uniform,2000,1729,1333,427900.0,312300.0,262550.0,244350.0,4.5075,395900,mean_ring,244350.0,244350.0,244350.0,holdout
laws:18,laws,sparse_near,2000,1729,667,300650.0,182400.0,231500.0,218650.0,4.5075,554200,mean_ring,218650.0,182400.0,218650.0,holdout
laws:18,laws,sparse_near,2000,1729,1333,296100.0,190350.0,226050.0,218000.0,4.5075,554200,mean_ring,218000.0,190350.0,218000.0,holdout
laws:19,laws,sparse_skew,2000,1729,667,414450.0,283000.0,245000.0,233000.0,4.5075,481900,mean_ring,233000.0,233000.0,233000.0,holdout
laws:19,laws,sparse_skew,2000,1729,1333,439000.0,279550.0,258500.0,244300.0,4.5075,481900,mean_ring,244300.0,244300.0,244300.0,holdout
laws:2,laws,sparse_near,2000,42,667,298400.0,173850.0,229950.0,211600.0,4.5245,400500,mean_ring,211600.0,173850.0,211600.0,train
laws:2,laws,sparse_near,2000,42,1333,312400.0,166150.0,237900.0,236750.0,4.5245,400500,mean_ring,236750.0,166150.0,236750.0,train
laws:20,laws,sparse_bimodal,2000,1729,667,453400.0,191450.0,184450.0,191450.0,4.5075,161300,mean_ring,191450.0,184450.0,191450.0,holdout
laws:20,laws,sparse_bimodal,2000,1729,1333,463300.0,185250.0,182050.0,188750.0,4.5075,161300,mean_ring,188750.0,182050.0,188750.0,holdout
laws:21,laws,sparse_zero,2000,1729,667,536700.0,368400.0,424300.0,359100.0,4.5075,380100,mean_ring,359100.0,359100.0,359100.0,holdout
laws:21,laws,sparse_zero,2000,1729,1333,567050.0,401250.0,479700.0,478100.0,4.5075,380100,mean_ring,478100.0,401250.0,478100.0,holdout
laws:22,laws,sparse_integer,2000,1729,667,563600.0,314850.0,264950.0,253650.0,4.5075,279400,mean_ring,253650.0,253650.0,253650.0,holdout
laws:22,laws,sparse_integer,2000,1729,1333,638750.0,318000.0,271050.0,244700.0,4.5075,279400,mean_ring,244700.0,244700.0,244700.0,holdout
laws:23,laws,sparse_shuffle,2000,1729,667,440950.0,362650.0,258700.0,248100.0,4.5075,407200,mean_ring,248100.0,248100.0,248100.0,holdout
laws:23,laws,sparse_shuffle,2000,1729,1333,429000.0,316300.0,263350.0,238200.0,4.5075,407200,mean_ring,238200.0,238200.0,238200.0,holdout
laws:24,laws,sparse_scale,2000,1729,667,414800.0,307250.0,258400.0,248250.0,4.5075,451000,mean_ring,248250.0,248250.0,248250.0,holdout
laws:24,laws,sparse_scale,2000,1729,1333,410000.0,295900.0,316500.0,245500.0,4.5075,451000,mean_ring,245500.0,245500.0,245500.0,holdout
laws:25,laws,clustered_uniform,2000,1729,667,831550.0,801750.0,554750.0,506300.0,26.096,2230000,mean_ring,506300.0,506300.0,506300.0,holdout
laws:25,laws,clustered_uniform,2000,1729,1333,834050.0,817600.0,569050.0,520400.0,26.096,2230000,mean_ring,520400.0,520400.0,520400.0,holdout
laws:26,laws,clustered_near,2000,1729,667,431450.0,430450.0,446700.0,445850.0,26.096,2069800,mean_ring,445850.0,430450.0,445850.0,holdout
laws:26,laws,clustered_near,2000,1729,1333,458400.0,377250.0,442350.0,435950.0,26.096,2069800,mean_ring,435950.0,377250.0,435950.0,holdout
laws:27,laws,clustered_skew,2000,1729,667,561850.0,588150.0,491450.0,471150.0,26.096,2087200,mean_ring,471150.0,471150.0,471150.0,holdout
laws:27,laws,clustered_skew,2000,1729,1333,587650.0,631650.0,500050.0,488650.0,26.096,2087200,mean_ring,488650.0,488650.0,488650.0,holdout
laws:28,laws,clustered_bimodal,2000,1729,667,597750.0,488450.0,518000.0,463900.0,26.096,990300,mean_ring,463900.0,463900.0,463900.0,holdout
laws:28,laws,clustered_bimodal,2000,1729,1333,573850.0,471300.0,473700.0,466700.0,26.096,990300,mean_ring,466700.0,466700.0,466700.0,holdout
laws:29,laws,clustered_zero,2000,1729,667,1012600.0,484450.0,608350.0,644550.0,26.096,2287300,mean_ring,644550.0,484450.0,644550.0,holdout
laws:29,laws,clustered_zero,2000,1729,1333,1043300.0,464250.0,620450.0,613100.0,26.096,2287300,mean_ring,613100.0,464250.0,613100.0,holdout
laws:3,laws,sparse_skew,2000,42,667,481200.0,305050.0,247900.0,250050.0,4.5245,449200,mean_ring,250050.0,247900.0,250050.0,train
laws:3,laws,sparse_skew,2000,42,1333,433850.0,285700.0,237050.0,227400.0,4.5245,449200,mean_ring,227400.0,227400.0,227400.0,train
laws:30,laws,clustered_integer,2000,1729,667,1411300.0,866650.0,756100.0,677600.0,26.096,1045000,mean_ring,677600.0,677600.0,677600.0,holdout
laws:30,laws,clustered_integer,2000,1729,1333,1453150.0,800850.0,654250.0,606350.0,26.096,1045000,mean_ring,606350.0,606350.0,606350.0,holdout
laws:31,laws,clustered_shuffle,2000,1729,667,834250.0,709400.0,595150.0,551650.0,26.096,2355500,mean_ring,551650.0,551650.0,551650.0,holdout
laws:31,laws,clustered_shuffle,2000,1729,1333,779300.0,701450.0,555650.0,573750.0,26.096,2355500,mean_ring,573750.0,555650.0,573750.0,holdout
laws:32,laws,clustered_scale,2000,1729,667,879300.0,842250.0,568500.0,540200.0,26.096,2262000,mean_ring,540200.0,540200.0,540200.0,holdout
laws:32,laws,clustered_scale,2000,1729,1333,947550.0,968450.0,675150.0,634900.0,26.096,2262000,mean_ring,634900.0,634900.0,634900.0,holdout
laws:33,laws,sparse_uniform,2000,2026,667,453900.0,319450.0,274800.0,254850.0,4.4765,402200,mean_ring,254850.0,254850.0,254850.0,holdout
laws:33,laws,sparse_uniform,2000,2026,1333,461200.0,326300.0,273650.0,254600.0,4.4765,402200,mean_ring,254600.0,254600.0,254600.0,holdout
laws:34,laws,sparse_near,2000,2026,667,333300.0,178450.0,248200.0,230800.0,4.4765,401000,mean_ring,230800.0,178450.0,230800.0,holdout
laws:34,laws,sparse_near,2000,2026,1333,351450.0,185600.0,253900.0,245300.0,4.4765,401000,mean_ring,245300.0,185600.0,245300.0,holdout
laws:35,laws,sparse_skew,2000,2026,667,531100.0,318750.0,255950.0,246900.0,4.4765,415500,mean_ring,246900.0,246900.0,246900.0,holdout
laws:35,laws,sparse_skew,2000,2026,1333,473300.0,300000.0,270000.0,248850.0,4.4765,415500,mean_ring,248850.0,248850.0,248850.0,holdout
laws:36,laws,sparse_bimodal,2000,2026,667,487800.0,187150.0,185550.0,188300.0,4.4765,184200,mean_ring,188300.0,185550.0,188300.0,holdout
laws:36,laws,sparse_bimodal,2000,2026,1333,480450.0,190550.0,194350.0,194500.0,4.4765,184200,mean_ring,194500.0,190550.0,194500.0,holdout
laws:37,laws,sparse_zero,2000,2026,667,690600.0,392850.0,551650.0,496850.0,4.4765,415900,mean_ring,496850.0,392850.0,496850.0,holdout
laws:37,laws,sparse_zero,2000,2026,1333,623200.0,392650.0,521450.0,517150.0,4.4765,415900,mean_ring,517150.0,392650.0,517150.0,holdout
laws:38,laws,sparse_integer,2000,2026,667,671350.0,329850.0,290500.0,279200.0,4.4765,273800,mean_ring,279200.0,279200.0,279200.0,holdout
laws:38,laws,sparse_integer,2000,2026,1333,621550.0,325950.0,274650.0,257150.0,4.4765,273800,mean_ring,257150.0,257150.0,257150.0,holdout
laws:39,laws,sparse_shuffle,2000,2026,667,437650.0,318850.0,267100.0,243450.0,4.4765,411600,mean_ring,243450.0,243450.0,243450.0,holdout
laws:39,laws,sparse_shuffle,2000,2026,1333,449000.0,319650.0,258850.0,252050.0,4.4765,411600,mean_ring,252050.0,252050.0,252050.0,holdout
laws:4,laws,sparse_bimodal,2000,42,667,496500.0,176100.0,172300.0,186650.0,4.5245,238900,mean_ring,186650.0,172300.0,186650.0,train
laws:4,laws,sparse_bimodal,2000,42,1333,486250.0,184350.0,168850.0,169350.0,4.5245,238900,mean_ring,169350.0,168850.0,169350.0,train
laws:40,laws,sparse_scale,2000,2026,667,443850.0,341750.0,293450.0,246000.0,4.4765,381400,mean_ring,246000.0,246000.0,246000.0,holdout
laws:40,laws,sparse_scale,2000,2026,1333,471100.0,319400.0,279400.0,257400.0,4.4765,381400,mean_ring,257400.0,257400.0,257400.0,holdout
laws:41,laws,clustered_uniform,2000,2026,667,923250.0,916100.0,610650.0,611000.0,26.1505,2553000,mean_ring,611000.0,610650.0,611000.0,holdout
laws:41,laws,clustered_uniform,2000,2026,1333,913550.0,934200.0,622200.0,616000.0,26.1505,2553000,mean_ring,616000.0,616000.0,616000.0,holdout
laws:42,laws,clustered_near,2000,2026,667,475500.0,434850.0,483450.0,472550.0,26.1505,2512700,mean_ring,472550.0,434850.0,472550.0,holdout
laws:42,laws,clustered_near,2000,2026,1333,482400.0,436850.0,510550.0,492150.0,26.1505,2512700,mean_ring,492150.0,436850.0,492150.0,holdout
laws:43,laws,clustered_skew,2000,2026,667,674350.0,613900.0,504400.0,504200.0,26.1505,2547900,mean_ring,504200.0,504200.0,504200.0,holdout
laws:43,laws,clustered_skew,2000,2026,1333,611200.0,622750.0,536000.0,498550.0,26.1505,2547900,mean_ring,498550.0,498550.0,498550.0,holdout
laws:44,laws,clustered_bimodal,2000,2026,667,513800.0,392500.0,409550.0,409500.0,26.1505,579400,mean_ring,409500.0,392500.0,409500.0,holdout
laws:44,laws,clustered_bimodal,2000,2026,1333,480950.0,424550.0,427250.0,418150.0,26.1505,579400,mean_ring,418150.0,418150.0,418150.0,holdout
laws:45,laws,clustered_zero,2000,2026,667,1014300.0,443200.0,586000.0,590100.0,26.1505,2040700,mean_ring,590100.0,443200.0,590100.0,holdout
laws:45,laws,clustered_zero,2000,2026,1333,1041200.0,447750.0,589950.0,587400.0,26.1505,2040700,mean_ring,587400.0,447750.0,587400.0,holdout
laws:46,laws,clustered_integer,2000,2026,667,1450850.0,858100.0,660250.0,729550.0,26.1505,934200,mean_ring,729550.0,660250.0,729550.0,holdout
laws:46,laws,clustered_integer,2000,2026,1333,1422250.0,852250.0,689700.0,632250.0,26.1505,934200,mean_ring,632250.0,632250.0,632250.0,holdout
laws:47,laws,clustered_shuffle,2000,2026,667,758850.0,678450.0,547300.0,519200.0,26.1505,2139700,mean_ring,519200.0,519200.0,519200.0,holdout
laws:47,laws,clustered_shuffle,2000,2026,1333,747950.0,648750.0,556000.0,538550.0,26.1505,2139700,mean_ring,538550.0,538550.0,538550.0,holdout
laws:48,laws,clustered_scale,2000,2026,667,850100.0,873450.0,560100.0,532450.0,26.1505,2170100,mean_ring,532450.0,532450.0,532450.0,holdout
laws:48,laws,clustered_scale,2000,2026,1333,867050.0,872000.0,575250.0,535550.0,26.1505,2170100,mean_ring,535550.0,535550.0,535550.0,holdout
laws:5,laws,sparse_zero,2000,42,667,574800.0,340250.0,567100.0,526150.0,4.5245,342900,mean_ring,526150.0,340250.0,526150.0,train
laws:5,laws,sparse_zero,2000,42,1333,565200.0,345200.0,378450.0,369700.0,4.5245,342900,mean_ring,369700.0,345200.0,369700.0,train
laws:6,laws,sparse_integer,2000,42,667,528950.0,279000.0,238550.0,237900.0,4.5245,228900,mean_ring,237900.0,237900.0,237900.0,train
laws:6,laws,sparse_integer,2000,42,1333,640750.0,287700.0,235050.0,219750.0,4.5245,228900,mean_ring,219750.0,219750.0,219750.0,train
laws:7,laws,sparse_shuffle,2000,42,667,403750.0,278300.0,278850.0,225450.0,4.5245,492200,mean_ring,225450.0,225450.0,225450.0,train
laws:7,laws,sparse_shuffle,2000,42,1333,421700.0,282150.0,238100.0,227450.0,4.5245,492200,mean_ring,227450.0,227450.0,227450.0,train
laws:8,laws,sparse_scale,2000,42,667,391850.0,280700.0,237250.0,227500.0,4.5245,448400,mean_ring,227500.0,227500.0,227500.0,train
laws:8,laws,sparse_scale,2000,42,1333,426450.0,288600.0,252500.0,226300.0,4.5245,448400,mean_ring,226300.0,226300.0,226300.0,train
laws:9,laws,clustered_uniform,2000,42,667,816750.0,818350.0,540250.0,523450.0,25.959,1971100,mean_ring,523450.0,523450.0,523450.0,train
laws:9,laws,clustered_uniform,2000,42,1333,874550.0,788750.0,527250.0,518700.0,25.959,1971100,mean_ring,518700.0,518700.0,518700.0,train
layout:1,layout,weight,5000,42,1666,1103150.0,675450.0,633650.0,543050.0,4.5324,1001300,mean_ring,543050.0,543050.0,543050.0,train
layout:1,layout,weight,5000,42,3333,1169050.0,692750.0,596700.0,555850.0,4.5324,1001300,mean_ring,555850.0,555850.0,555850.0,train
layout:10,layout,rcm,100000,42,77462,52922850.0,27792700.0,29451950.0,28221400.0,4.50557,25667000,mean_ring,28221400.0,27792700.0,28221400.0,train
layout:10,layout,rcm,100000,42,96072,49836750.0,25996050.0,27667900.0,28178000.0,4.50557,25667000,mean_ring,28178000.0,25996050.0,28178000.0,train
layout:11,layout,weight,5000,1729,1666,1156550.0,735650.0,617150.0,550850.0,4.4894,1354100,mean_ring,550850.0,550850.0,550850.0,holdout
layout:11,layout,weight,5000,1729,3333,1099950.0,693700.0,690100.0,608900.0,4.4894,1354100,mean_ring,608900.0,608900.0,608900.0,holdout
layout:12,layout,destination,5000,1729,1666,1090650.0,726500.0,777750.0,736200.0,4.4894,1174500,mean_ring,736200.0,726500.0,736200.0,holdout
layout:12,layout,destination,5000,1729,3333,1153850.0,714850.0,790500.0,714050.0,4.4894,1174500,mean_ring,714050.0,714050.0,714050.0,holdout
layout:13,layout,random,5000,1729,1666,1103250.0,690000.0,778900.0,713300.0,4.4894,1104700,mean_ring,713300.0,690000.0,713300.0,holdout
layout:13,layout,random,5000,1729,3333,1104350.0,701700.0,769700.0,697350.0,4.4894,1104700,mean_ring,697350.0,697350.0,697350.0,holdout
layout:14,layout,bfs,5000,1729,1989,1219250.0,708750.0,612450.0,561950.0,4.4894,1135000,mean_ring,561950.0,561950.0,561950.0,holdout
layout:14,layout,bfs,5000,1729,2419,1143550.0,767750.0,628450.0,588100.0,4.4894,1135000,mean_ring,588100.0,588100.0,588100.0,holdout
layout:15,layout,rcm,5000,1729,2580,1144600.0,690750.0,629000.0,592400.0,4.4894,1156700,mean_ring,592400.0,592400.0,592400.0,holdout
layout:15,layout,rcm,5000,1729,3010,1132950.0,692900.0,630100.0,649600.0,4.4894,1156700,mean_ring,649600.0,630100.0,649600.0,holdout
layout:16,layout,weight,100000,1729,33333,49274500.0,26223950.0,26718850.0,26686950.0,4.48748,21451100,mean_ring,26686950.0,26223950.0,26686950.0,holdout
layout:16,layout,weight,100000,1729,66666,50691600.0,26733250.0,27309300.0,26570500.0,4.48748,21451100,mean_ring,26570500.0,26570500.0,26570500.0,holdout
layout:17,layout,destination,100000,1729,33333,50950700.0,27621050.0,32676650.0,31977250.0,4.48748,24280200,mean_ring,31977250.0,27621050.0,31977250.0,holdout
layout:17,layout,destination,100000,1729,66666,48750650.0,26490500.0,32103700.0,29356050.0,4.48748,24280200,mean_ring,29356050.0,26490500.0,29356050.0,holdout
layout:18,layout,random,100000,1729,33333,47371800.0,25444950.0,32255300.0,29509300.0,4.48748,21693100,mean_ring,29509300.0,25444950.0,29509300.0,holdout
layout:18,layout,random,100000,1729,66666,47677700.0,24981600.0,29592100.0,29125300.0,4.48748,21693100,mean_ring,29125300.0,24981600.0,29125300.0,holdout
layout:19,layout,bfs,100000,1729,30541,48547250.0,26106150.0,26083000.0,26063850.0,4.48748,22847000,mean_ring,26063850.0,26063850.0,26063850.0,holdout
layout:19,layout,bfs,100000,1729,97704,48157500.0,25838950.0,26279950.0,25482700.0,4.48748,22847000,mean_ring,25482700.0,25482700.0,25482700.0,holdout
layout:2,layout,destination,5000,42,1666,1096950.0,704450.0,779700.0,740800.0,4.5324,982200,mean_ring,740800.0,704450.0,740800.0,train
layout:2,layout,destination,5000,42,3333,1077800.0,684200.0,736900.0,694050.0,4.5324,982200,mean_ring,694050.0,684200.0,694050.0,train
layout:20,layout,rcm,100000,1729,2295,48088650.0,25533250.0,26283400.0,26797200.0,4.48748,24352900,mean_ring,26797200.0,25533250.0,26797200.0,holdout
layout:20,layout,rcm,100000,1729,69458,47943400.0,24217600.0,26974900.0,26500800.0,4.48748,24352900,mean_ring,26500800.0,24217600.0,26500800.0,holdout
layout:21,layout,weight,5000,2026,1666,1186700.0,687400.0,589100.0,560950.0,4.5234,986600,mean_ring,560950.0,560950.0,560950.0,holdout
layout:21,layout,weight,5000,2026,3333,1170350.0,723650.0,599650.0,556600.0,4.5234,986600,mean_ring,556600.0,556600.0,556600.0,holdout
layout:22,layout,destination,5000,2026,1666,1164600.0,695950.0,790650.0,724150.0,4.5234,967200,mean_ring,724150.0,695950.0,724150.0,holdout
layout:22,layout,destination,5000,2026,3333,1154350.0,712550.0,784350.0,739850.0,4.5234,967200,mean_ring,739850.0,712550.0,739850.0,holdout
layout:23,layout,random,5000,2026,1666,1089050.0,699050.0,767450.0,713750.0,4.5234,953800,mean_ring,713750.0,699050.0,713750.0,holdout
layout:23,layout,random,5000,2026,3333,1164900.0,698750.0,778800.0,716250.0,4.5234,953800,mean_ring,716250.0,698750.0,716250.0,holdout
layout:24,layout,bfs,5000,2026,289,1084200.0,695250.0,599400.0,564850.0,4.5234,992800,mean_ring,564850.0,564850.0,564850.0,holdout
layout:24,layout,bfs,5000,2026,4813,1112000.0,680300.0,592800.0,561850.0,4.5234,992800,mean_ring,561850.0,561850.0,561850.0,holdout
layout:25,layout,rcm,5000,2026,186,1146300.0,747550.0,660350.0,577100.0,4.5234,983000,mean_ring,577100.0,577100.0,577100.0,holdout
layout:25,layout,rcm,5000,2026,4710,1143800.0,711150.0,610900.0,596950.0,4.5234,983000,mean_ring,596950.0,596950.0,596950.0,holdout
layout:26,layout,weight,100000,2026,33333,46065350.0,23659050.0,25211550.0,24423300.0,4.4926,22462800,mean_ring,24423300.0,23659050.0,24423300.0,holdout
layout:26,layout,weight,100000,2026,66666,46986550.0,24847600.0,25372750.0,24282650.0,4.4926,22462800,mean_ring,24282650.0,24282650.0,24282650.0,holdout
layout:27,layout,destination,100000,2026,33333,51427900.0,25308350.0,31947900.0,30381850.0,4.4926,22876800,mean_ring,30381850.0,25308350.0,30381850.0,holdout
layout:27,layout,destination,100000,2026,66666,52993650.0,27313300.0,33440650.0,31552850.0,4.4926,22876800,mean_ring,31552850.0,27313300.0,31552850.0,holdout
layout:28,layout,random,100000,2026,33333,49837400.0,25728950.0,31183650.0,29009600.0,4.4926,28867600,mean_ring,29009600.0,25728950.0,29009600.0,holdout
layout:28,layout,random,100000,2026,66666,49166800.0,26014950.0,29656050.0,29940650.0,4.4926,28867600,mean_ring,29940650.0,26014950.0,29940650.0,holdout
layout:29,layout,bfs,100000,2026,12031,47639850.0,26592100.0,28508050.0,26080500.0,4.4926,25548600,mean_ring,26080500.0,26080500.0,26080500.0,holdout
layout:29,layout,bfs,100000,2026,93579,65247250.0,33403450.0,32389200.0,33123300.0,4.4926,25548600,mean_ring,33123300.0,32389200.0,33123300.0,holdout
layout:3,layout,random,5000,42,1666,1176500.0,677950.0,735600.0,678000.0,4.5324,1341400,mean_ring,678000.0,677950.0,678000.0,train
layout:3,layout,random,5000,42,3333,1186500.0,666400.0,750950.0,679450.0,4.5324,1341400,mean_ring,679450.0,666400.0,679450.0,train
layout:30,layout,rcm,100000,2026,6420,51983900.0,27939550.0,28438000.0,27057750.0,4.4926,57630600,mean_ring,27057750.0,27057750.0,27057750.0,holdout
layout:30,layout,rcm,100000,2026,87968,51237500.0,27816650.0,30266700.0,27601000.0,4.4926,57630600,mean_ring,27601000.0,27601000.0,27601000.0,holdout
layout:4,layout,bfs,5000,42,623,1079900.0,695850.0,623100.0,563450.0,4.5324,1121900,mean_ring,563450.0,563450.0,563450.0,train
layout:4,layout,bfs,5000,42,4621,1116500.0,747600.0,703150.0,557450.0,4.5324,1121900,mean_ring,557450.0,557450.0,557450.0,train
layout:5,layout,rcm,5000,42,378,1066100.0,672100.0,596050.0,530850.0,4.5324,1060300,mean_ring,530850.0,530850.0,530850.0,train
layout:5,layout,rcm,5000,42,4376,1076050.0,727000.0,659050.0,581650.0,4.5324,1060300,mean_ring,581650.0,581650.0,581650.0,train
layout:6,layout,weight,100000,42,33333,46354200.0,23869200.0,24560850.0,23717950.0,4.50557,25107700,mean_ring,23717950.0,23717950.0,23717950.0,train
layout:6,layout,weight,100000,42,66666,46192150.0,23969500.0,25264850.0,24194050.0,4.50557,25107700,mean_ring,24194050.0,23969500.0,24194050.0,train
layout:7,layout,destination,100000,42,33333,46769850.0,24457500.0,31352850.0,29443400.0,4.50557,22228600,mean_ring,29443400.0,24457500.0,29443400.0,train
layout:7,layout,destination,100000,42,66666,46070150.0,24255850.0,29837350.0,29192450.0,4.50557,22228600,mean_ring,29192450.0,24255850.0,29192450.0,train
layout:8,layout,random,100000,42,33333,47796350.0,24409050.0,30558350.0,28723200.0,4.50557,25969700,mean_ring,28723200.0,24409050.0,28723200.0,train
layout:8,layout,random,100000,42,66666,49490050.0,26470250.0,31637300.0,30311850.0,4.50557,25969700,mean_ring,30311850.0,26470250.0,30311850.0,train
layout:9,layout,bfs,100000,42,3927,48386850.0,25672550.0,26083650.0,25854400.0,4.50557,26428000,mean_ring,25854400.0,25672550.0,25854400.0,train
layout:9,layout,bfs,100000,42,22537,49472650.0,26043650.0,27087250.0,25508100.0,4.50557,26428000,mean_ring,25508100.0,25508100.0,25508100.0,train
roads:1,roads,NY,264346,0,37763,60382500.0,40213400.0,38977400.0,34770450.0,2.776081348,36498100,mean_ring,34770450.0,34770450.0,34770450.0,holdout
roads:1,roads,NY,264346,0,75527,50871850.0,35791950.0,33899850.0,30612800.0,2.776081348,36498100,mean_ring,30612800.0,30612800.0,30612800.0,holdout
roads:1,roads,NY,264346,0,113291,54996250.0,36538300.0,34389300.0,31415450.0,2.776081348,36498100,mean_ring,31415450.0,31415450.0,31415450.0,holdout
roads:1,roads,NY,264346,0,151054,54432850.0,34948550.0,33564050.0,31159900.0,2.776081348,36498100,mean_ring,31159900.0,31159900.0,31159900.0,holdout
roads:1,roads,NY,264346,0,188818,55205750.0,35946650.0,35143750.0,31587900.0,2.776081348,36498100,mean_ring,31587900.0,31587900.0,31587900.0,holdout
roads:1,roads,NY,264346,0,226582,52760000.0,34292000.0,33586550.0,30235100.0,2.776081348,36498100,mean_ring,30235100.0,30235100.0,30235100.0,holdout
roads:2,roads,BAY,321270,0,45895,60046900.0,45053200.0,41004550.0,36364300.0,2.490652722,27391900,mean_ring,36364300.0,36364300.0,36364300.0,holdout
roads:2,roads,BAY,321270,0,91791,57661750.0,44410800.0,39989150.0,36664050.0,2.490652722,27391900,mean_ring,36664050.0,36664050.0,36664050.0,holdout
roads:2,roads,BAY,321270,0,137687,59289750.0,43648850.0,41614000.0,36863600.0,2.490652722,27391900,mean_ring,36863600.0,36863600.0,36863600.0,holdout
roads:2,roads,BAY,321270,0,183582,60600550.0,43057650.0,41756250.0,37954700.0,2.490652722,27391900,mean_ring,37954700.0,37954700.0,37954700.0,holdout
roads:2,roads,BAY,321270,0,229478,56055100.0,44252500.0,40991650.0,36034800.0,2.490652722,27391900,mean_ring,36034800.0,36034800.0,36034800.0,holdout
roads:2,roads,BAY,321270,0,275374,60902350.0,42352350.0,42008400.0,35492750.0,2.490652722,27391900,mean_ring,35492750.0,35492750.0,35492750.0,holdout
